,name,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
147,Lipscomb,-0.96,-2.65,71.8,104.8,0.51,2011,-5.62,-4.86,66.9,99.5,0.472,4.66,2.2100000000000004,4.8999999999999915,5.299999999999997,0.038000000000000034
148,Cal State Long Beach,3.78,1.69,70.2,103.8,0.503,2011,2.23,-5.77,75.3,108.9,0.519,1.5499999999999998,7.459999999999999,-5.099999999999994,-5.1000000000000085,-0.016000000000000014
149,Long Island University,2.23,-5.77,75.3,108.9,0.519,2011,3.78,1.69,70.2,103.8,0.503,-1.5499999999999998,-7.459999999999999,5.099999999999994,5.1000000000000085,0.016000000000000014
150,Longwood,-16.02,-3.62,73.4,103.9,0.518,2011,-5.45,-4.19,69.5,100.7,0.482,-10.57,0.5700000000000003,3.9000000000000057,3.200000000000003,0.03600000000000003
151,Louisiana,-5.45,-4.19,69.5,100.7,0.482,2011,-16.02,-3.62,73.4,103.9,0.518,10.57,-0.5700000000000003,-3.9000000000000057,-3.200000000000003,-0.03600000000000003
152,Louisiana-Monroe,-14.27,-3.96,63.8,93.9,0.466,2011,-2.09,2.26,65.9,93.7,0.45,-12.18,-6.22,-2.1000000000000085,0.20000000000000284,0.016000000000000014
153,Louisiana State,-2.09,2.26,65.9,93.7,0.45,2011,-14.27,-3.96,63.8,93.9,0.466,12.18,6.22,2.1000000000000085,-0.20000000000000284,-0.016000000000000014
154,Louisiana Tech,-5.99,-0.99,68.6,93.4,0.475,2011,18.6,8.2,67.8,108.6,0.526,-24.590000000000003,-9.19,0.7999999999999972,-15.199999999999989,-0.051000000000000045
155,Louisville,18.6,8.2,67.8,108.6,0.526,2011,-5.99,-0.99,68.6,93.4,0.475,24.590000000000003,9.19,-0.7999999999999972,15.199999999999989,0.051000000000000045
156,Loyola (IL),1.73,-1.1,65.6,105.4,0.485,2011,-2.79,0.27,68.8,100.9,0.472,4.52,-1.37,-3.200000000000003,4.5,0.013000000000000012
157,Loyola Marymount,-2.79,0.27,68.8,100.9,0.472,2011,1.73,-1.1,65.6,105.4,0.485,-4.52,1.37,3.200000000000003,-4.5,-0.013000000000000012
158,Loyola (MD),-3.28,-3.68,66.1,101.6,0.47,2011,-4.87,-5.84,64.7,106.3,0.521,1.5900000000000003,2.1599999999999997,1.3999999999999915,-4.700000000000003,-0.051000000000000045
159,Maine,-4.87,-5.84,64.7,106.3,0.521,2011,-3.28,-3.68,66.1,101.6,0.47,-1.5900000000000003,-2.1599999999999997,-1.3999999999999915,4.700000000000003,0.051000000000000045
160,Manhattan,-11.66,-2.01,63.8,93.4,0.437,2011,-13.7,-1.46,66.5,90.2,0.441,2.039999999999999,-0.5499999999999998,-2.700000000000003,3.200000000000003,-0.0040000000000000036
161,Marist,-13.7,-1.46,66.5,90.2,0.441,2011,-11.66,-2.01,63.8,93.4,0.437,-2.039999999999999,0.5499999999999998,2.700000000000003,-3.200000000000003,0.0040000000000000036
162,Marquette,14.89,8.51,68.0,110.2,0.51,2011,6.32,1.94,68.0,107.7,0.502,8.57,6.57,0.0,2.5,0.008000000000000007
163,Marshall,6.32,1.94,68.0,107.7,0.502,2011,14.89,8.51,68.0,110.2,0.51,-8.57,-6.57,0.0,-2.5,-0.008000000000000007
164,Maryland-Baltimore County,-18.47,-4.27,67.1,94.2,0.453,2011,-19.35,-7.42,70.4,94.5,0.45,0.8800000000000026,3.1500000000000004,-3.3000000000000114,-0.29999999999999716,0.0030000000000000027
165,Maryland-Eastern Shore,-19.35,-7.42,70.4,94.5,0.45,2011,-18.47,-4.27,67.1,94.2,0.453,-0.8800000000000026,-3.1500000000000004,3.3000000000000114,0.29999999999999716,-0.0030000000000000027
166,Maryland,15.0,5.76,71.8,107.0,0.509,2011,-0.76,1.93,68.4,96.5,0.448,15.76,3.83,3.3999999999999915,10.5,0.061
167,Massachusetts,-0.76,1.93,68.4,96.5,0.448,2011,15.0,5.76,71.8,107.0,0.509,-15.76,-3.83,-3.3999999999999915,-10.5,-0.061
168,McNeese State,-4.7,-4.39,68.2,107.5,0.496,2011,6.91,3.14,69.1,103.2,0.504,-11.61,-7.529999999999999,-0.8999999999999915,4.299999999999997,-0.008000000000000007
169,Memphis,6.91,3.14,69.1,103.2,0.504,2011,-4.7,-4.39,68.2,107.5,0.496,11.61,7.529999999999999,0.8999999999999915,-4.299999999999997,0.008000000000000007
170,Mercer,-4.08,-2.17,67.7,98.2,0.478,2011,10.47,6.42,65.8,108.0,0.518,-14.55,-8.59,1.9000000000000057,-9.799999999999997,-0.040000000000000036
171,Miami (FL),10.47,6.42,65.8,108.0,0.518,2011,-4.08,-2.17,67.7,98.2,0.478,14.55,8.59,-1.9000000000000057,9.799999999999997,0.040000000000000036
172,Miami (OH),-1.58,3.04,63.9,101.1,0.504,2011,13.7,11.67,66.0,103.1,0.489,-15.28,-8.629999999999999,-2.1000000000000014,-2.0,0.015000000000000013
173,Michigan State,13.7,11.67,66.0,103.1,0.489,2011,-1.58,3.04,63.9,101.1,0.504,15.28,8.629999999999999,2.1000000000000014,2.0,-0.015000000000000013
174,Michigan,14.21,10.68,62.1,106.3,0.523,2011,-2.74,-4.45,67.3,101.0,0.475,16.950000000000003,15.129999999999999,-5.199999999999996,5.299999999999997,0.04800000000000004
175,Middle Tennessee,-2.74,-4.45,67.3,101.0,0.475,2011,14.21,10.68,62.1,106.3,0.523,-16.950000000000003,-15.129999999999999,5.199999999999996,-5.299999999999997,-0.04800000000000004
176,Milwaukee,1.48,2.51,66.3,102.4,0.502,2011,11.75,9.79,65.2,105.7,0.499,-10.27,-7.279999999999999,1.0999999999999943,-3.299999999999997,0.0030000000000000027
177,Minnesota,11.75,9.79,65.2,105.7,0.499,2011,1.48,2.51,66.3,102.4,0.502,10.27,7.279999999999999,-1.0999999999999943,3.299999999999997,-0.0030000000000000027
178,Mississippi State,3.38,3.77,67.7,102.8,0.507,2011,-13.95,-7.48,73.5,92.3,0.46,17.33,11.25,-5.799999999999997,10.5,0.046999999999999986
179,Mississippi Valley State,-13.95,-7.48,73.5,92.3,0.46,2011,3.38,3.77,67.7,102.8,0.507,-17.33,-11.25,5.799999999999997,-10.5,-0.046999999999999986
180,Mississippi,8.71,3.92,67.5,109.1,0.508,2011,-8.91,-4.46,66.5,102.7,0.507,17.62,8.379999999999999,1.0,6.3999999999999915,0.0010000000000000009
181,Missouri-Kansas City,-8.91,-4.46,66.5,102.7,0.507,2011,8.71,3.92,67.5,109.1,0.508,-17.62,-8.379999999999999,-1.0,-6.3999999999999915,-0.0010000000000000009
182,Missouri State,8.07,1.35,62.3,112.1,0.518,2011,14.77,6.5,72.5,110.3,0.515,-6.699999999999999,-5.15,-10.200000000000003,1.7999999999999972,0.0030000000000000027
183,Missouri,14.77,6.5,72.5,110.3,0.515,2011,8.07,1.35,62.3,112.1,0.518,6.699999999999999,5.15,10.200000000000003,-1.7999999999999972,-0.0030000000000000027
184,Monmouth,-9.67,-4.4,63.9,93.3,0.465,2011,-7.01,-3.22,65.6,101.8,0.482,-2.66,-1.1800000000000002,-1.6999999999999957,-8.5,-0.01699999999999996
185,Montana State,-7.01,-3.22,65.6,101.8,0.482,2011,-9.67,-4.4,63.9,93.3,0.465,2.66,1.1800000000000002,1.6999999999999957,8.5,0.01699999999999996
186,Montana,2.17,-2.47,64.2,104.0,0.507,2011,2.81,-3.13,64.3,106.2,0.509,-0.6400000000000001,0.6599999999999997,-0.09999999999999432,-2.200000000000003,-0.0020000000000000018
187,Morehead State,2.81,-3.13,64.3,106.2,0.509,2011,2.17,-2.47,64.2,104.0,0.507,0.6400000000000001,-0.6599999999999997,0.09999999999999432,2.200000000000003,0.0020000000000000018
188,Morgan State,-8.04,-7.72,68.2,97.5,0.456,2011,-9.22,-3.47,65.3,92.1,0.464,1.1800000000000015,-4.25,2.9000000000000057,5.400000000000006,-0.008000000000000007
189,Mount St. Mary's,-9.22,-3.47,65.3,92.1,0.464,2011,-8.04,-7.72,68.2,97.5,0.456,-1.1800000000000015,4.25,-2.9000000000000057,-5.400000000000006,0.008000000000000007
190,Murray State,0.45,-4.85,64.4,106.5,0.519,2011,-10.66,-5.56,73.2,92.1,0.46,11.11,0.71,-8.799999999999997,14.400000000000006,0.059
191,Navy,-10.66,-5.56,73.2,92.1,0.46,2011,0.45,-4.85,64.4,106.5,0.519,-11.11,-0.71,8.799999999999997,-14.400000000000006,-0.059
192,Nebraska,10.54,4.67,64.7,102.1,0.51,2011,14.67,6.0,67.3,106.0,0.509,-4.130000000000001,-1.33,-2.5999999999999943,-3.9000000000000057,0.0010000000000000009
193,Nevada-Las Vegas,14.67,6.0,67.3,106.0,0.509,2011,10.54,4.67,64.7,102.1,0.51,4.130000000000001,1.33,2.5999999999999943,3.9000000000000057,-0.0010000000000000009
194,Nevada,0.34,1.88,68.6,101.4,0.481,2011,-10.07,-6.32,62.2,92.5,0.433,10.41,8.2,6.3999999999999915,8.900000000000006,0.04799999999999999
195,New Hampshire,-10.07,-6.32,62.2,92.5,0.433,2011,0.34,1.88,68.6,101.4,0.481,-10.41,-8.2,-6.3999999999999915,-8.900000000000006,-0.04799999999999999
196,New Mexico State,2.11,2.66,69.1,102.1,0.497,2011,11.72,4.9,66.7,108.1,0.516,-9.610000000000001,-2.24,2.3999999999999915,-6.0,-0.019000000000000017
197,New Mexico,11.72,4.9,66.7,108.1,0.516,2011,2.11,2.66,69.1,102.1,0.497,9.610000000000001,2.24,-2.3999999999999915,6.0,0.019000000000000017
198,Niagara,-11.89,-3.02,68.6,89.6,0.421,2011,-5.72,-4.52,63.5,102.3,0.509,-6.170000000000001,1.4999999999999996,5.099999999999994,-12.700000000000003,-0.08800000000000002
199,Nicholls State,-5.72,-4.52,63.5,102.3,0.509,2011,-11.89,-3.02,68.6,89.6,0.421,6.170000000000001,-1.4999999999999996,-5.099999999999994,12.700000000000003,0.08800000000000002
200,NJIT,-13.18,-9.64,68.9,99.1,0.493,2011,-12.2,-7.45,70.1,98.2,0.486,-0.9800000000000004,-2.1900000000000004,-1.1999999999999886,0.8999999999999915,0.007000000000000006
201,Norfolk State,-12.2,-7.45,70.1,98.2,0.486,2011,-13.18,-9.64,68.9,99.1,0.493,0.9800000000000004,2.1900000000000004,1.1999999999999886,-0.8999999999999915,-0.007000000000000006
202,North Carolina-Asheville,-0.69,-2.89,70.1,102.9,0.495,2011,-12.06,-6.26,69.8,100.1,0.488,11.370000000000001,3.3699999999999997,0.29999999999999716,2.8000000000000114,0.007000000000000006
203,North Carolina A&T,-12.06,-6.26,69.8,100.1,0.488,2011,-0.69,-2.89,70.1,102.9,0.495,-11.370000000000001,-3.3699999999999997,-0.29999999999999716,-2.8000000000000114,-0.007000000000000006
204,North Carolina Central,-13.03,-8.03,67.7,100.3,0.512,2011,-9.95,-0.37,71.4,98.4,0.48,-3.08,-7.659999999999999,-3.700000000000003,1.8999999999999915,0.03200000000000003
205,North Carolina-Greensboro,-9.95,-0.37,71.4,98.4,0.48,2011,-13.03,-8.03,67.7,100.3,0.512,3.08,7.659999999999999,3.700000000000003,-1.8999999999999915,-0.03200000000000003
206,North Carolina State,7.02,6.8,67.8,104.2,0.478,2011,-3.41,-0.44,61.7,101.3,0.501,10.43,7.24,6.099999999999994,2.9000000000000057,-0.02300000000000002
207,North Carolina-Wilmington,-3.41,-0.44,61.7,101.3,0.501,2011,7.02,6.8,67.8,104.2,0.478,-10.43,-7.24,-6.099999999999994,-2.9000000000000057,0.02300000000000002
208,North Carolina,18.87,10.15,72.6,106.5,0.492,2011,-1.54,-3.5,68.5,108.6,0.521,20.41,13.65,4.099999999999994,-2.0999999999999943,-0.029000000000000026
209,North Dakota State,-1.54,-3.5,68.5,108.6,0.521,2011,18.87,10.15,72.6,106.5,0.492,-20.41,-13.65,-4.099999999999994,2.0999999999999943,0.029000000000000026
210,North Dakota,-11.83,-8.7,67.8,98.0,0.485,2011,-6.25,0.31,67.5,94.8,0.494,-5.58,-9.01,0.29999999999999716,3.200000000000003,-0.009000000000000008
211,North Florida,-6.25,0.31,67.5,94.8,0.494,2011,-11.83,-8.7,67.8,98.0,0.485,5.58,9.01,-0.29999999999999716,-3.200000000000003,0.009000000000000008
212,North Texas,-1.49,-5.07,68.8,110.4,0.531,2011,-2.67,1.17,63.0,104.8,0.507,1.18,-6.24,5.799999999999997,5.6000000000000085,0.02400000000000002
213,Northeastern,-2.67,1.17,63.0,104.8,0.507,2011,-1.49,-5.07,68.8,110.4,0.531,-1.18,6.24,-5.799999999999997,-5.6000000000000085,-0.02400000000000002
214,Northern Arizona,0.62,-3.72,65.8,108.2,0.545,2011,1.39,-2.24,66.8,107.0,0.502,-0.7699999999999999,-1.48,-1.0,1.2000000000000028,0.04300000000000004
215,Northern Colorado,1.39,-2.24,66.8,107.0,0.502,2011,0.62,-3.72,65.8,108.2,0.545,0.7699999999999999,1.48,1.0,-1.2000000000000028,-0.04300000000000004
216,Northern Illinois,-8.05,-2.26,69.3,98.0,0.472,2011,4.53,2.04,59.9,106.4,0.501,-12.580000000000002,-4.3,9.399999999999999,-8.400000000000006,-0.029000000000000026
217,Northern Iowa,4.53,2.04,59.9,106.4,0.501,2011,-8.05,-2.26,69.3,98.0,0.472,12.580000000000002,4.3,-9.399999999999999,8.400000000000006,0.029000000000000026
218,Northwestern State,-8.88,-7.02,74.3,102.0,0.499,2011,11.66,7.54,63.5,111.8,0.534,-20.54,-14.559999999999999,10.799999999999997,-9.799999999999997,-0.03500000000000003
219,Northwestern,11.66,7.54,63.5,111.8,0.534,2011,-8.88,-7.02,74.3,102.0,0.499,20.54,14.559999999999999,-10.799999999999997,9.799999999999997,0.03500000000000003
220,Notre Dame,18.17,8.43,64.3,115.3,0.535,2011,8.28,0.1,72.4,117.6,0.559,9.890000000000002,8.33,-8.100000000000009,-2.299999999999997,-0.02400000000000002
221,Oakland,8.28,0.1,72.4,117.6,0.559,2011,18.17,8.43,64.3,115.3,0.535,-9.890000000000002,-8.33,8.100000000000009,2.299999999999997,0.02400000000000002
222,Ohio State,25.84,8.38,64.1,120.0,0.563,2011,0.59,-1.01,68.0,105.3,0.498,25.25,9.39,-3.9000000000000057,14.700000000000003,0.06499999999999995
223,Ohio,0.59,-1.01,68.0,105.3,0.498,2011,25.84,8.38,64.1,120.0,0.563,-25.25,-9.39,3.9000000000000057,-14.700000000000003,-0.06499999999999995
224,Oklahoma State,8.53,6.94,66.1,101.7,0.475,2011,3.71,6.42,65.0,100.7,0.508,4.819999999999999,0.5200000000000005,1.0999999999999943,1.0,-0.03300000000000003
225,Oklahoma,3.71,6.42,65.0,100.7,0.508,2011,8.53,6.94,66.1,101.7,0.475,-4.819999999999999,-0.5200000000000005,-1.0999999999999943,-1.0,0.03300000000000003
226,Old Dominion,9.03,1.76,60.7,108.1,0.485,2011,0.86,-1.17,67.2,110.5,0.524,8.17,2.9299999999999997,-6.5,-2.4000000000000057,-0.039000000000000035
227,Oral Roberts,0.86,-1.17,67.2,110.5,0.524,2011,9.03,1.76,60.7,108.1,0.485,-8.17,-2.9299999999999997,6.5,2.4000000000000057,0.039000000000000035
228,Oregon State,1.51,5.03,70.0,98.9,0.473,2011,6.92,6.92,68.3,102.3,0.485,-5.41,-1.8899999999999997,1.7000000000000028,-3.3999999999999915,-0.01200000000000001
229,Oregon,6.92,6.92,68.3,102.3,0.485,2011,1.51,5.03,70.0,98.9,0.473,5.41,1.8899999999999997,-1.7000000000000028,3.3999999999999915,0.01200000000000001
230,Pacific,0.75,-0.88,61.5,106.1,0.512,2011,11.98,11.45,59.8,105.5,0.501,-11.23,-12.33,1.7000000000000028,0.5999999999999943,0.01100000000000001
231,Penn State,11.98,11.45,59.8,105.5,0.501,2011,0.75,-0.88,61.5,106.1,0.512,11.23,12.33,-1.7000000000000028,-0.5999999999999943,-0.01100000000000001
232,Pennsylvania,-2.99,-1.64,63.7,102.0,0.52,2011,-3.91,1.43,67.5,101.9,0.472,0.9199999999999999,-3.07,-3.799999999999997,0.09999999999999432,0.04800000000000004
233,Pepperdine,-3.91,1.43,67.5,101.9,0.472,2011,-2.99,-1.64,63.7,102.0,0.52,-0.9199999999999999,3.07,3.799999999999997,-0.09999999999999432,-0.04800000000000004
234,Pittsburgh,20.82,7.85,63.3,116.3,0.529,2011,-7.74,-4.47,68.9,104.9,0.501,28.560000000000002,12.32,-5.6000000000000085,11.399999999999991,0.028000000000000025
235,Portland State,-7.74,-4.47,68.9,104.9,0.501,2011,20.82,7.85,63.3,116.3,0.529,-28.560000000000002,-12.32,5.6000000000000085,-11.399999999999991,-0.028000000000000025
236,Portland,4.7,2.2,64.8,108.7,0.527,2011,-19.63,-8.77,69.3,89.7,0.434,24.33,10.969999999999999,-4.5,19.0,0.09300000000000003
237,Prairie View,-19.63,-8.77,69.3,89.7,0.434,2011,4.7,2.2,64.8,108.7,0.527,-24.33,-10.969999999999999,4.5,-19.0,-0.09300000000000003
238,Presbyterian,-7.72,-2.85,61.3,99.2,0.515,2011,3.71,-1.61,63.4,107.0,0.522,-11.43,-1.24,-2.1000000000000014,-7.799999999999997,-0.007000000000000006
239,Princeton,3.71,-1.61,63.4,107.0,0.522,2011,-7.72,-2.85,61.3,99.2,0.515,11.43,1.24,2.1000000000000014,7.799999999999997,0.007000000000000006
240,Providence,6.91,6.44,72.0,104.8,0.477,2011,19.36,8.69,66.0,109.5,0.507,-12.45,-2.249999999999999,6.0,-4.700000000000003,-0.030000000000000027
241,Purdue,19.36,8.69,66.0,109.5,0.507,2011,6.91,6.44,72.0,104.8,0.477,12.45,2.249999999999999,-6.0,4.700000000000003,0.030000000000000027
242,Quinnipiac,-2.08,-6.39,68.7,104.3,0.472,2011,-16.76,-2.52,68.1,87.0,0.426,14.680000000000001,-3.8699999999999997,0.6000000000000085,17.299999999999997,0.045999999999999985
243,Radford,-16.76,-2.52,68.1,87.0,0.426,2011,-2.08,-6.39,68.7,104.3,0.472,-14.680000000000001,3.8699999999999997,-0.6000000000000085,-17.299999999999997,-0.045999999999999985
244,Rhode Island,3.34,1.9,66.9,101.5,0.484,2011,1.67,2.67,64.5,102.9,0.477,1.67,-0.77,2.4000000000000057,-1.4000000000000057,0.007000000000000006
245,Rice,1.67,2.67,64.5,102.9,0.477,2011,3.34,1.9,66.9,101.5,0.484,-1.67,0.77,-2.4000000000000057,1.4000000000000057,-0.007000000000000006
246,Richmond,11.23,2.79,63.2,109.5,0.531,2011,1.62,-2.67,68.6,105.8,0.535,9.61,5.46,-5.3999999999999915,3.700000000000003,-0.0040000000000000036
247,Rider,1.62,-2.67,68.6,105.8,0.535,2011,11.23,2.79,63.2,109.5,0.531,-9.61,-5.46,5.3999999999999915,-3.700000000000003,0.0040000000000000036
248,Robert Morris,-0.8,-2.61,65.6,101.4,0.48,2011,7.88,7.22,64.4,101.8,0.49,-8.68,-9.83,1.1999999999999886,-0.3999999999999915,-0.010000000000000009
249,Rutgers,7.88,7.22,64.4,101.8,0.49,2011,-0.8,-2.61,65.6,101.4,0.48,8.68,9.83,-1.1999999999999886,0.3999999999999915,0.010000000000000009
250,Sacramento State,-14.01,-4.05,64.6,93.9,0.453,2011,-9.4,-6.12,67.1,97.9,0.482,-4.609999999999999,2.0700000000000003,-2.5,-4.0,-0.02899999999999997
251,Sacred Heart,-9.4,-6.12,67.1,97.9,0.482,2011,-14.01,-4.05,64.6,93.9,0.453,4.609999999999999,-2.0700000000000003,2.5,4.0,0.02899999999999997
252,Saint Francis (PA),-11.5,-3.84,67.3,96.5,0.484,2011,-1.75,3.46,63.9,100.2,0.473,-9.75,-7.3,3.3999999999999986,-3.700000000000003,0.01100000000000001
253,Saint Joseph's,-1.75,3.46,63.9,100.2,0.473,2011,-11.5,-3.84,67.3,96.5,0.484,9.75,7.3,-3.3999999999999986,3.700000000000003,-0.01100000000000001
254,Saint Louis,2.83,3.06,64.8,97.3,0.488,2011,13.04,1.95,67.1,117.2,0.559,-10.209999999999999,1.11,-2.299999999999997,-19.900000000000006,-0.07100000000000006
255,Saint Mary's (CA),13.04,1.95,67.1,117.2,0.559,2011,2.83,3.06,64.8,97.3,0.488,10.209999999999999,-1.11,2.299999999999997,19.900000000000006,0.07100000000000006
256,Saint Peter's,-0.28,-1.08,65.5,92.5,0.455,2011,-2.38,-3.9,68.6,101.2,0.493,2.0999999999999996,2.82,-3.0999999999999943,-8.700000000000003,-0.03799999999999998
257,Sam Houston State,-2.38,-3.9,68.6,101.2,0.493,2011,-0.28,-1.08,65.5,92.5,0.455,-2.0999999999999996,-2.82,3.0999999999999943,8.700000000000003,0.03799999999999998
258,Samford,-11.39,-4.22,62.2,96.7,0.522,2011,17.96,6.36,63.7,112.0,0.515,-29.35,-10.58,-1.5,-15.299999999999997,0.007000000000000006
259,San Diego State,17.96,6.36,63.7,112.0,0.515,2011,-11.39,-4.22,62.2,96.7,0.522,29.35,10.58,1.5,15.299999999999997,-0.007000000000000006
260,San Diego,-8.6,3.18,65.6,92.4,0.476,2011,1.78,3.06,68.6,100.8,0.498,-10.379999999999999,0.1200000000000001,-3.0,-8.399999999999991,-0.02200000000000002
261,San Francisco,1.78,3.06,68.6,100.8,0.498,2011,-8.6,3.18,65.6,92.4,0.476,10.379999999999999,-0.1200000000000001,3.0,8.399999999999991,0.02200000000000002
262,San Jose State,-1.54,-0.08,68.1,103.2,0.456,2011,3.06,1.25,68.2,107.3,0.495,-4.6,-1.33,-0.10000000000000853,-4.099999999999994,-0.03899999999999998
263,Santa Clara,3.06,1.25,68.2,107.3,0.495,2011,-1.54,-0.08,68.1,103.2,0.456,4.6,1.33,0.10000000000000853,4.099999999999994,0.03899999999999998
264,Savannah State,-9.06,-2.44,64.8,92.4,0.463,2011,-9.26,-2.36,74.6,92.4,0.446,0.1999999999999993,-0.08000000000000007,-9.799999999999997,0.0,0.017000000000000015
265,Seattle,-9.26,-2.36,74.6,92.4,0.446,2011,-9.06,-2.44,64.8,92.4,0.463,-0.1999999999999993,0.08000000000000007,9.799999999999997,0.0,-0.017000000000000015
266,Seton Hall,11.03,9.33,68.5,97.7,0.464,2011,-3.83,-1.71,68.2,98.3,0.457,14.86,11.04,0.29999999999999716,-0.5999999999999943,0.007000000000000006
267,Siena,-3.83,-1.71,68.2,98.3,0.457,2011,11.03,9.33,68.5,97.7,0.464,-14.86,-11.04,-0.29999999999999716,0.5999999999999943,-0.007000000000000006
268,South Alabama,-9.8,-4.34,69.1,100.8,0.472,2011,-16.71,-8.57,68.1,96.5,0.479,6.91,4.23,1.0,4.299999999999997,-0.007000000000000006
269,South Carolina State,-16.71,-8.57,68.1,96.5,0.479,2011,-9.8,-4.34,69.1,100.8,0.472,-6.91,-4.23,-1.0,-4.299999999999997,0.007000000000000006
270,South Carolina Upstate,-12.44,-0.94,64.6,89.0,0.436,2011,4.17,5.6,68.1,97.5,0.45,-16.61,-6.539999999999999,-3.5,-8.5,-0.014000000000000012
271,South Carolina,4.17,5.6,68.1,97.5,0.45,2011,-12.44,-0.94,64.6,89.0,0.436,16.61,6.539999999999999,3.5,8.5,0.014000000000000012
272,South Dakota State,3.1,-4.04,69.3,118.0,0.538,2011,-9.72,-10.48,73.4,107.0,0.516,12.82,6.44,-4.1000000000000085,11.0,0.02200000000000002
273,South Dakota,-9.72,-10.48,73.4,107.0,0.516,2011,3.1,-4.04,69.3,118.0,0.538,-12.82,-6.44,4.1000000000000085,-11.0,-0.02200000000000002
274,South Florida,4.28,8.89,62.8,97.1,0.462,2011,-12.27,-5.4,67.5,97.2,0.484,16.55,14.290000000000001,-4.700000000000003,-0.10000000000000853,-0.021999999999999964
275,Southeast Missouri State,-12.27,-5.4,67.5,97.2,0.484,2011,4.28,8.89,62.8,97.1,0.462,-16.55,-14.290000000000001,4.700000000000003,0.10000000000000853,0.021999999999999964
276,Southeastern Louisiana,-8.93,-5.4,67.4,103.5,0.493,2011,11.52,7.97,64.3,102.6,0.499,-20.45,-13.370000000000001,3.1000000000000085,0.9000000000000057,-0.006000000000000005
277,Southern California,11.52,7.97,64.3,102.6,0.499,2011,-8.93,-5.4,67.4,103.5,0.493,20.45,13.370000000000001,-3.1000000000000085,-0.9000000000000057,0.006000000000000005
278,SIU Edwardsville,-22.39,-3.67,70.2,90.8,0.484,2011,-2.46,1.48,63.7,95.0,0.471,-19.93,-5.15,6.5,-4.200000000000003,0.013000000000000012
279,Southern Illinois,-2.46,1.48,63.7,95.0,0.471,2011,-22.39,-3.67,70.2,90.8,0.484,19.93,5.15,-6.5,4.200000000000003,-0.013000000000000012
280,Southern Methodist,1.04,-0.39,61.2,104.5,0.567,2011,8.41,1.9,66.1,111.7,0.5,-7.37,-2.29,-4.8999999999999915,-7.200000000000003,0.06699999999999995
281,Southern Mississippi,8.41,1.9,66.1,111.7,0.5,2011,1.04,-0.39,61.2,104.5,0.567,7.37,2.29,4.8999999999999915,7.200000000000003,-0.06699999999999995
282,Southern Utah,-7.8,-3.44,68.2,101.5,0.499,2011,-25.62,-9.47,67.4,83.4,0.43,17.82,6.030000000000001,0.7999999999999972,18.099999999999994,0.069
283,Southern,-25.62,-9.47,67.4,83.4,0.43,2011,-7.8,-3.44,68.2,101.5,0.499,-17.82,-6.030000000000001,-0.7999999999999972,-18.099999999999994,-0.069
284,St. Bonaventure,1.31,1.73,64.9,103.0,0.508,2011,-5.45,-5.85,67.7,98.6,0.461,6.76,7.58,-2.799999999999997,4.400000000000006,0.046999999999999986
285,St. Francis (NY),-5.45,-5.85,67.7,98.6,0.461,2011,1.31,1.73,64.9,103.0,0.508,-6.76,-7.58,2.799999999999997,-4.400000000000006,-0.046999999999999986
286,St. John's (NY),13.1,10.01,66.5,105.1,0.495,2011,6.4,5.17,65.9,100.4,0.49,6.699999999999999,4.84,0.5999999999999943,4.699999999999989,0.0050000000000000044
287,Stanford,6.4,5.17,65.9,100.4,0.49,2011,13.1,10.01,66.5,105.1,0.495,-6.699999999999999,-4.84,-0.5999999999999943,-4.699999999999989,-0.0050000000000000044
288,Stephen F. Austin,-3.29,-7.73,63.2,104.1,0.494,2011,-10.73,-2.86,66.5,94.8,0.477,7.44,-4.870000000000001,-3.299999999999997,9.299999999999997,0.017000000000000015
289,Stetson,-10.73,-2.86,66.5,94.8,0.477,2011,-3.29,-7.73,63.2,104.1,0.494,-7.44,4.870000000000001,3.299999999999997,-9.299999999999997,-0.017000000000000015
